id,episode_id,aired
1152,3566,2000-02-21
1153,3567,2000-02-22
1154,3568,2000-02-23
1155,4366,2003-09-08
1156,3451,1999-09-13
1157,4365,2003-07-18
1158,3664,2000-07-06
1159,3452,1999-09-14
1160,3453,1999-09-15
1161,3454,1999-09-16
1162,3455,1999-09-17
1163,3444,1999-07-22
1164,3445,1999-07-23
1165,3586,2000-03-20
1166,3587,2000-03-21
1167,3588,2000-03-22
1168,3589,2000-03-23
1169,3129,1998-03-19
1170,3590,2000-03-24
1171,3591,2000-03-27
1172,2760,1996-09-06
1173,5286,2007-09-10
1174,3592,2000-03-28
1175,5287,2007-09-11
1176,3593,2000-03-29
1177,3594,2000-03-30
1178,3595,2000-03-31
1179,5288,2007-09-12
1180,3478,1999-10-20
1181,3596,2000-04-03
1182,5289,2007-09-13
1183,3597,2000-04-04
1184,5290,2007-09-14
1185,3598,2000-04-05
1186,3599,2000-04-06
1187,5291,2007-09-17
1188,5292,2007-09-18
1189,3600,2000-04-07
1190,3601,2000-04-10
1191,4731,2005-03-14
1192,5293,2007-09-19
1193,3602,2000-04-11
1194,5294,2007-09-20
1195,3603,2000-04-12
1196,3604,2000-04-13
1197,5295,2007-09-21
1198,3605,2000-04-14
1199,3606,2000-04-17
1200,5296,2007-09-24
1201,3607,2000-04-18
1202,4732,2005-03-15
1203,3608,2000-04-19
1204,5297,2007-09-25
1205,3609,2000-04-20
1206,3610,2000-04-21
1207,3611,2000-04-24
1208,5298,2007-09-26
1209,5299,2007-09-27
1210,3612,2000-04-25
1211,3613,2000-04-26
1212,3614,2000-04-27
1213,3126,1998-03-16
1214,5300,2007-09-28
1215,3638,2000-05-31
1216,5301,2007-10-01
1217,3639,2000-06-01
1218,5302,2007-10-02
1219,3640,2000-06-02
1220,5303,2007-10-03
1221,3641,2000-06-05
1222,3642,2000-06-06
1223,3643,2000-06-07
1224,4616,2004-10-04
1225,3122,1998-03-10
1226,5305,2007-10-05
1227,3644,2000-06-08
1228,5304,2007-10-04
1229,3645,2000-06-09
1230,3646,2000-06-12
1231,5306,2007-10-08
1232,3647,2000-06-13
1233,5307,2007-10-09
1234,3648,2000-06-14
1235,5308,2007-10-10
1236,3123,1998-03-11
1237,3649,2000-06-15
1238,3650,2000-06-16
1239,3651,2000-06-19
1240,3652,2000-06-20
1241,3653,2000-06-21
1242,3654,2000-06-22
1243,3655,2000-06-23
1244,3656,2000-06-26
1245,3657,2000-06-27
1246,3658,2000-06-28
1247,3124,1998-03-12
1248,3659,2000-06-29
1249,3660,2000-06-30
1250,5310,2007-10-12
1251,5309,2007-10-11
1252,5311,2007-10-15
1253,5312,2007-10-16
1254,5313,2007-10-17
1255,5314,2007-10-18
1256,5315,2007-10-19
1257,3556,2000-02-07
1258,3125,1998-03-13
1259,5316,2007-10-22
1260,3557,2000-02-08
1261,3558,2000-02-09
1262,3559,2000-02-10
1263,5318,2007-10-24
1264,3560,2000-02-11
1265,3561,2000-02-14
1266,3562,2000-02-15
1267,3563,2000-02-16
1268,3564,2000-02-17
1269,3130,1998-03-20
1270,3565,2000-02-18
1271,5320,2007-10-26
1272,5317,2007-10-23
1273,5319,2007-10-25
1274,3446,1999-09-06
1275,4344,2003-06-19
1276,5321,2007-10-29
1277,5322,2007-10-30
1278,3483,1999-10-27
1279,3484,1999-10-28
1280,3131,1998-03-23
1281,3485,1999-10-29
1282,5323,2007-10-31
1283,5324,2007-11-01
1284,3501,1999-11-22
1285,3502,1999-11-23
1286,3503,1999-11-24
1287,3504,1999-11-25
1288,3505,1999-11-26
1289,5325,2007-11-02
1290,5326,2007-11-05
1291,3132,1998-03-24
1292,5328,2007-11-07
1293,3506,1999-11-29
1294,5327,2007-11-06
1295,5329,2007-11-08
1296,3507,1999-11-30
1297,3508,1999-12-01
1298,3509,1999-12-02
1299,3510,1999-12-03
1300,3511,1999-12-06
1301,3512,1999-12-07
1302,3133,1998-03-25
1303,5330,2007-11-09
1304,5331,2007-11-12
1305,5332,2007-11-13
1306,5333,2007-11-14
1307,5334,2007-11-15
1308,5335,2007-11-16
1309,3513,1999-12-08
1310,3514,1999-12-09
1311,3515,1999-12-10
1312,3516,1999-12-13
1313,3134,1998-03-26
1314,3517,1999-12-14
1315,3518,1999-12-15
1316,3519,1999-12-16
1317,3520,1999-12-17
1318,3521,1999-12-20
1319,3522,1999-12-21
1320,3523,1999-12-22
1321,3524,1999-12-23
1322,3525,1999-12-24
1323,2776,1996-09-30
1324,4733,2005-03-16
1325,2777,1996-10-01
1326,5336,2007-11-19
1327,5337,2007-11-20
1328,5338,2007-11-21
1329,5339,2007-11-22
1330,2778,1996-10-02
1331,2779,1996-10-03
1332,2780,1996-10-04
1333,5340,2007-11-23
1334,5341,2007-11-26
1335,4617,2004-10-05
1336,2876,1997-02-17
1337,5342,2007-11-27
1338,5343,2007-11-28
1339,5344,2007-11-29
1340,4202,2002-12-03
1341,5345,2007-11-30
1342,367,1986-02-04
1343,2781,1996-10-07
1344,5346,2007-12-03
1345,3736,2000-11-27
1346,3737,2000-11-28
1347,4734,2005-03-17
1348,3738,2000-11-29
1349,3739,2000-11-30
1350,3740,2000-12-01
1351,3741,2000-12-04
1352,3742,2000-12-05
1353,3743,2000-12-06
1354,3744,2000-12-07
1355,3745,2000-12-08
1356,3746,2000-12-11
1357,3747,2000-12-12
1358,2934,1997-05-08
1359,3748,2000-12-13
1360,3749,2000-12-14
1361,5347,2007-12-04
1362,5348,2007-12-05
1363,5349,2007-12-06
1364,5350,2007-12-07
1365,5351,2007-12-10
1366,5352,2007-12-11
1367,5353,2007-12-12
1368,5354,2007-12-13
1369,2935,1997-05-09
1370,5355,2007-12-14
1371,5356,2007-12-17
1372,3750,2000-12-15
1373,3751,2000-12-18
1374,3752,2000-12-19
1375,3753,2000-12-20
1376,3754,2000-12-21
1377,3755,2000-12-22
1378,5357,2007-12-18
1379,5358,2007-12-19
1380,4558,2004-06-02
1381,5359,2007-12-20
1382,5360,2007-12-21
1383,5361,2007-12-24
1384,5362,2007-12-25
1385,5364,2007-12-27
1386,3761,2001-01-01
1387,3762,2001-01-02
1388,3763,2001-01-03
1389,3764,2001-01-04
1390,3765,2001-01-05
1391,4735,2005-03-18
1392,3766,2001-01-08
1393,3767,2001-01-09
1394,5365,2007-12-28
1395,5363,2007-12-26
1396,3768,2001-01-10
1397,3769,2001-01-11
1398,3770,2001-01-12
1399,3771,2001-01-15
1400,3772,2001-01-16
1401,3773,2001-01-17
1402,2907,1997-04-01
1403,3774,2001-01-18
1404,5366,2007-12-31
1405,368,1986-02-05
1406,369,1986-02-06
1407,370,1986-02-07
1408,371,1986-02-10
1409,5367,2008-01-01
1410,5368,2008-01-02
1411,5370,2008-01-04
1412,5369,2008-01-03
1413,4736,2005-03-21
1414,5371,2008-01-07
1415,5372,2008-01-08
1416,5373,2008-01-09
1417,5374,2008-01-10
1418,5375,2008-01-11
1419,3775,2001-01-19
1420,3776,2001-01-22
1421,3777,2001-01-23
1422,3778,2001-01-24
1423,3779,2001-01-25
1424,3135,1998-03-27
1425,3780,2001-01-26
1426,3781,2001-01-29
1427,3782,2001-01-30
1428,5376,2008-01-14
1429,5377,2008-01-15
1430,5378,2008-01-16
1431,5379,2008-01-17
1432,5380,2008-01-18
1433,5381,2008-01-21
1434,5382,2008-01-22
1435,3136,1998-03-30
1436,3723,2000-11-08
1437,3724,2000-11-09
1438,3726,2000-11-13
1439,3727,2000-11-14
1440,3728,2000-11-15
1441,3729,2000-11-16
1442,3730,2000-11-17
1443,3731,2000-11-20
1444,3732,2000-11-21
1445,5383,2008-01-23
1446,4618,2004-10-06
1447,3139,1998-04-02
1448,5384,2008-01-24
1449,5385,2008-01-25
1450,5386,2008-01-28
1451,5387,2008-01-29
1452,5388,2008-01-30
1453,5389,2008-01-31
1454,5390,2008-02-01
1455,3346,1999-03-08
1456,3347,1999-03-09
1457,3348,1999-03-10
1458,3137,1998-03-31
1459,3349,1999-03-11
1460,3350,1999-03-12
1461,3351,1999-03-15
1462,3352,1999-03-16
1463,3353,1999-03-17
1464,3354,1999-03-18
1465,3355,1999-03-19
1466,3358,1999-03-24
1467,3359,1999-03-25
1468,3360,1999-03-26
1469,3138,1998-04-01
1470,5392,2008-02-05
1471,5391,2008-02-04
1472,5393,2008-02-06
1473,5394,2008-02-07
1474,5395,2008-02-08
1475,5396,2008-02-11
1476,5397,2008-02-12
1477,5398,2008-02-13
1478,3357,1999-03-23
1479,5399,2008-02-14
1480,4737,2005-03-22
1481,5400,2008-02-15
1482,3362,1999-03-30
1483,3363,1999-03-31
1484,3364,1999-04-01
1485,3365,1999-04-02
1486,3367,1999-04-06
1487,3368,1999-04-07
1488,3369,1999-04-08
1489,3370,1999-04-09
1490,3372,1999-04-13
1491,1480,1991-01-25
1492,3373,1999-04-14
1493,3374,1999-04-15
1494,3375,1999-04-16
1495,5401,2008-02-18
1496,5402,2008-02-19
1497,5403,2008-02-20
1498,5404,2008-02-21
1499,5405,2008-02-22
1500,5406,2008-02-25
1501,5407,2008-02-26
1502,4738,2005-03-23
1503,3376,1999-04-19
1504,3377,1999-04-20
1505,3378,1999-04-21
1506,3379,1999-04-22
1507,3380,1999-04-23
1508,3381,1999-04-26
1509,3382,1999-04-27
1510,5408,2008-02-27
1511,5409,2008-02-28
1512,5410,2008-02-29
1513,3140,1998-04-03
1514,5411,2008-03-03
1515,5412,2008-03-04
1516,5413,2008-03-05
1517,5414,2008-03-06
1518,5415,2008-03-07
1519,5416,2008-03-10
1520,5417,2008-03-11
1521,5418,2008-03-12
1522,5419,2008-03-13
1523,5420,2008-03-14
1524,4739,2005-03-24
1525,5421,2008-03-17
1526,5422,2008-03-18
1527,5423,2008-03-19
1528,5424,2008-03-20
1529,5425,2008-03-21
1530,5426,2008-03-24
1531,5427,2008-03-25
1532,5428,2008-03-26
1533,3386,1999-05-03
1534,5429,2008-03-27
1535,4740,2005-03-25
1536,3387,1999-05-04
1537,3388,1999-05-05
1538,5430,2008-03-28
1539,3389,1999-05-06
1540,3390,1999-05-07
1541,3391,1999-05-10
1542,3392,1999-05-11
1543,3393,1999-05-12
1544,3394,1999-05-13
1545,3395,1999-05-14
1546,3384,1999-04-29
1547,5431,2008-03-31
1548,5432,2008-04-01
1549,5433,2008-04-02
1550,5434,2008-04-03
1551,3403,1999-05-26
1552,3404,1999-05-27
1553,3405,1999-05-28
1554,5435,2008-04-04
1555,3406,1999-05-31
1556,3407,1999-06-01
1557,4619,2004-10-07
1558,2990,1997-09-05
1559,3408,1999-06-02
1560,3409,1999-06-03
1561,3410,1999-06-04
1562,3411,1999-06-07
1563,3412,1999-06-08
1564,3413,1999-06-09
1565,3414,1999-06-10
1566,3415,1999-06-11
1567,3416,1999-06-14
1568,3417,1999-06-15
1569,2991,1997-09-08
1570,5436,2008-04-07
1571,5437,2008-04-08
1572,5438,2008-04-09
1573,5439,2008-04-10
1574,5440,2008-04-11
1575,5441,2008-04-14
1576,5442,2008-04-15
1577,5443,2008-04-16
1578,3418,1999-06-16
1579,3419,1999-06-17
1580,4741,2005-03-28
1581,3420,1999-06-18
1582,3421,1999-06-21
1583,5444,2008-04-17
1584,3422,1999-06-22
1585,3423,1999-06-23
1586,3424,1999-06-24
1587,3425,1999-06-25
1588,3431,1999-07-05
1589,3432,1999-07-06
1590,3433,1999-07-07
1591,4742,2005-03-29
1592,5445,2008-04-18
1593,5446,2008-04-21
1594,3434,1999-07-08
1595,3435,1999-07-09
1596,5447,2008-04-22
1597,3158,1998-04-29
1598,2572,1995-11-07
1599,5448,2008-04-23
1600,5449,2008-04-24
1601,5450,2008-04-25
1602,2992,1997-09-09
1603,3436,1999-07-12
1604,3437,1999-07-13
1605,3438,1999-07-14
1606,3439,1999-07-15
1607,3440,1999-07-16
1608,3441,1999-07-19
1609,3442,1999-07-20
1610,3443,1999-07-21
1611,5451,2008-04-28
1612,5452,2008-04-29
1613,4743,2005-03-30
1614,5453,2008-04-30
1615,5454,2008-05-01
1616,5455,2008-05-02
1617,5456,2008-05-05
1618,5457,2008-05-06
1619,5458,2008-05-07
1620,3336,1999-02-22
1621,3337,1999-02-23
1622,3338,1999-02-24
1623,3339,1999-02-25
1624,276,1985-09-30
1625,3341,1999-03-01
1626,3342,1999-03-02
1627,3343,1999-03-03
1628,3344,1999-03-04
1629,3345,1999-03-05
1630,5459,2008-05-08
1631,5460,2008-05-09
1632,5461,2008-05-12
1633,5462,2008-05-13
1634,5463,2008-05-14
1635,2993,1997-09-10
1636,5464,2008-05-15
1637,5465,2008-05-16
1638,3486,1999-11-01
1639,3487,1999-11-02
1640,3488,1999-11-03
1641,3489,1999-11-04
1642,3490,1999-11-05
1643,3491,1999-11-08
1644,3492,1999-11-09
1645,3493,1999-11-10
1646,4744,2005-03-31
1647,3494,1999-11-11
1648,3495,1999-11-12
1649,502,1986-11-11
1650,5466,2008-05-19
1651,5467,2008-05-20
1652,4590,2004-07-16
1653,5468,2008-05-21
1654,5470,2008-05-23
1655,5469,2008-05-22
1656,5471,2008-05-26
1657,2994,1997-09-11
1658,3496,1999-11-15
1659,5472,2008-05-27
1660,5473,2008-05-28
1661,3447,1999-09-07
1662,3448,1999-09-08
1663,5474,2008-05-29
1664,3449,1999-09-09
1665,5475,2008-05-30
1666,3450,1999-09-10
1667,3497,1999-11-16
1668,4620,2004-10-08
1669,4745,2005-04-01
1670,5476,2008-06-02
1671,5477,2008-06-03
1672,3498,1999-11-17
1673,3499,1999-11-18
1674,5478,2008-06-04
1675,3500,1999-11-19
1676,5479,2008-06-05
1677,5480,2008-06-06
1678,5481,2008-06-09
1679,5482,2008-06-10
1680,278,1985-10-02
1681,5483,2008-06-11
1682,5485,2008-06-13
1683,5484,2008-06-12
1684,3042,1997-11-18
1685,5486,2008-06-16
1686,5487,2008-06-17
1687,5488,2008-06-18
1688,5489,2008-06-19
1689,5490,2008-06-20
1690,3156,1998-04-27
1691,3385,1999-04-30
1692,3157,1998-04-28
1693,5491,2008-06-23
1694,3159,1998-04-30
1695,3160,1998-05-01
1696,5492,2008-06-24
1697,5493,2008-06-25
1698,5494,2008-06-26
1699,3161,1998-05-04
1700,3162,1998-05-05
1701,3163,1998-05-06
1702,2986,1997-09-01
1703,3164,1998-05-07
1704,3165,1998-05-08
1705,3166,1998-05-11
1706,3167,1998-05-12
1707,3168,1998-05-13
1708,3169,1998-05-14
1709,3170,1998-05-15
1710,5495,2008-06-27
1711,5496,2008-06-30
1712,5497,2008-07-01
1713,2987,1997-09-02
1714,1837,1992-09-08
1715,5498,2008-07-02
1716,5499,2008-07-03
1717,5500,2008-07-04
1718,5501,2008-07-07
1719,2515,1995-07-07
1720,5502,2008-07-08
1721,3041,1997-11-17
1722,5503,2008-07-09
1723,3043,1997-11-19
1724,4746,2005-04-04
1725,3044,1997-11-20
1726,3045,1997-11-21
1727,5505,2008-07-11
1728,5504,2008-07-10
1729,2346,1994-11-14
1730,508,1986-11-19
1731,2347,1994-11-15
1732,2348,1994-11-16
1733,2351,1994-11-21
1734,5506,2008-07-14
1735,2988,1997-09-03
1736,5507,2008-07-15
1737,5508,2008-07-16
1738,2576,1995-11-13
1739,2577,1995-11-14
1740,2578,1995-11-15
1741,5509,2008-07-17
1742,5510,2008-07-18
1743,2579,1995-11-16
1744,2580,1995-11-17
1745,2581,1995-11-20
1746,2989,1997-09-04
1747,2583,1995-11-22
1748,1856,1992-10-05
1749,1851,1992-09-28
1750,5511,2008-07-21
1751,5512,2008-07-22
1752,1634,1991-10-10
1753,5513,2008-07-23
1754,4142,2002-09-10
1755,4143,2002-09-11
1756,5514,2008-07-24
1757,4747,2005-04-05
1758,4144,2002-09-12
1759,5515,2008-07-25
1760,4145,2002-09-13
1761,758,1987-12-16
1762,759,1987-12-17
1763,1605,1991-07-19
1764,1875,1992-10-30
1765,4151,2002-09-23
1766,4538,2004-05-05
1767,4152,2002-09-24
1768,4748,2005-04-06
1769,4539,2004-05-06
1770,4153,2002-09-25
1771,4154,2002-09-26
1772,4155,2002-09-27
1773,4540,2004-05-07
1774,4156,2002-09-30
1775,4157,2002-10-01
1776,4158,2002-10-02
1777,4159,2002-10-03
1778,4160,2002-10-04
1779,4621,2004-10-11
1780,4749,2005-04-07
1781,4161,2002-10-07
1782,4541,2004-05-10
1783,4542,2004-05-11
1784,4543,2004-05-12
1785,4162,2002-10-08
1786,4163,2002-10-09
1787,4544,2004-05-13
1788,4164,2002-10-10
1789,4545,2004-05-14
1790,4165,2002-10-11
1791,2850,1997-01-10
1792,4166,2002-10-14
1793,4167,2002-10-15
1794,4168,2002-10-16
1795,1193,1989-11-08
1796,4546,2004-05-17
1797,4196,2002-11-25
1798,4197,2002-11-26
1799,2946,1997-05-26
1800,4169,2002-10-17
1801,4170,2002-10-18
1802,4750,2005-04-08
1803,4171,2002-10-21
1804,4172,2002-10-22
1805,1932,1993-01-19
1806,4173,2002-10-23
1807,4174,2002-10-24
1808,4175,2002-10-25
1809,4176,2002-10-28
1810,4177,2002-10-29
1811,4178,2002-10-30
1812,4179,2002-10-31
1813,1558,1991-05-15
1814,4180,2002-11-01
1815,4181,2002-11-04
1816,4182,2002-11-05
1817,4183,2002-11-06
1818,4184,2002-11-07
1819,4185,2002-11-08
1820,4547,2004-05-18
1821,4548,2004-05-19
1822,4549,2004-05-20
1823,4550,2004-05-21
1824,1239,1990-01-11
1825,4551,2004-05-24
1826,4552,2004-05-25
1827,4553,2004-05-26
1828,4554,2004-05-27
1829,4555,2004-05-28
1830,4556,2004-05-31
1831,4557,2004-06-01
1832,2512,1995-07-04
1833,2513,1995-07-05
1834,2514,1995-07-06
1835,1240,1990-01-12
1836,4321,2003-05-19
1837,4322,2003-05-20
1838,4323,2003-05-21
1839,4324,2003-05-22
1840,1685,1991-12-20
1841,4325,2003-05-23
1842,4326,2003-05-26
1843,4327,2003-05-27
1844,4328,2003-05-28
1845,4329,2003-05-29
1846,4751,2005-04-11
1847,4330,2003-05-30
1848,4331,2003-06-02
1849,4332,2003-06-03
1850,4333,2003-06-04
1851,4334,2003-06-05
1852,4335,2003-06-06
1853,4336,2003-06-09
1854,4337,2003-06-10
1855,4338,2003-06-11
1856,4339,2003-06-12
1857,4752,2005-04-12
1858,4342,2003-06-17
1859,4343,2003-06-18
1860,5516,2008-09-08
1861,5517,2008-09-09
1862,5518,2008-09-10
1863,4571,2004-06-21
1864,5519,2008-09-11
1865,5520,2008-09-12
1866,4572,2004-06-22
1867,5521,2008-09-15
1868,4753,2005-04-13
1869,5522,2008-09-16
1870,5523,2008-09-17
1871,4573,2004-06-23
1872,4574,2004-06-24
1873,4575,2004-06-25
1874,5525,2008-09-19
1875,5524,2008-09-18
1876,4576,2004-06-28
1877,5526,2008-09-22
1878,5527,2008-09-23
1879,2957,1997-06-10
1880,5528,2008-09-24
1881,5530,2008-09-26
1882,5529,2008-09-25
1883,4577,2004-06-29
1884,4578,2004-06-30
1885,4579,2004-07-01
1886,4580,2004-07-02
1887,4581,2004-07-05
1888,5531,2008-09-29
1889,4582,2004-07-06
1890,4622,2004-10-12
1891,3581,2000-03-13
1892,4583,2004-07-07
1893,5532,2008-09-30
1894,5533,2008-10-01
1895,4584,2004-07-08
1896,4585,2004-07-09
1897,4586,2004-07-12
1898,5534,2008-10-02
1899,5535,2008-10-03
1900,2055,1993-07-09
1901,5536,2008-10-06
1902,4754,2005-04-14
1903,5537,2008-10-07
1904,4345,2003-06-20
1905,4346,2003-06-23
1906,4347,2003-06-24
1907,4348,2003-06-25
1908,4349,2003-06-26
1909,4350,2003-06-27
1910,4351,2003-06-30
1911,4352,2003-07-01
1912,4353,2003-07-02
1913,4756,2005-04-18
1914,5538,2008-10-08
1915,4587,2004-07-13
1916,4588,2004-07-14
1917,4589,2004-07-15
1918,5539,2008-10-09
1919,5540,2008-10-10
1920,2541,1995-09-25
1921,5541,2008-10-13
1922,5542,2008-10-14
1923,4591,2004-07-19
1924,4755,2005-04-15
1925,4592,2004-07-20
1926,4593,2004-07-21
1927,4594,2004-07-22
1928,5543,2008-10-15
1929,5544,2008-10-16
1930,1639,1991-10-17
1931,5545,2008-10-17
1932,5546,2008-10-20
1933,4356,2003-07-07
1934,4357,2003-07-08
1935,1630,1991-10-04
1936,4358,2003-07-09
1937,4359,2003-07-10
1938,4360,2003-07-11
1939,4361,2003-07-14
1940,4362,2003-07-15
1941,4363,2003-07-16
1942,4364,2003-07-17
1943,5547,2008-10-21
1944,5548,2008-10-22
1945,5549,2008-10-23
1946,1474,1991-01-17
1947,5550,2008-10-24
1948,2543,1995-09-27
1949,5551,2008-10-27
1950,5552,2008-10-28
1951,5553,2008-10-29
1952,5554,2008-10-30
1953,5555,2008-10-31
1954,5556,2008-11-03
1955,5557,2008-11-04
1956,5558,2008-11-05
1957,3401,1999-05-24
1958,5559,2008-11-06
1959,2762,1996-09-10
1960,5560,2008-11-07
1961,2785,1996-10-11
1962,4299,2003-04-17
1963,4300,2003-04-18
1964,4301,2003-04-21
1965,4302,2003-04-22
1966,4303,2003-04-23
1967,4304,2003-04-24
1968,3173,1998-05-20
1969,4305,2003-04-25
1970,5561,2008-11-10
1971,5562,2008-11-11
1972,5563,2008-11-12
1973,5565,2008-11-14
1974,4281,2003-03-24
1975,4282,2003-03-25
1976,4283,2003-03-26
1977,4284,2003-03-27
1978,4285,2003-03-28
1979,3402,1999-05-25
1980,4286,2003-03-31
1981,4287,2003-04-01
1982,4288,2003-04-02
1983,4289,2003-04-03
1984,4290,2003-04-04
1985,4291,2003-04-07
1986,4292,2003-04-08
1987,4293,2003-04-09
1988,5564,2008-11-13
1989,5566,2008-11-17
1990,4757,2005-04-19
1991,5567,2008-11-18
1992,5568,2008-11-19
1993,5570,2008-11-21
1994,5569,2008-11-20
1995,5571,2008-11-24
1996,5572,2008-11-25
1997,5573,2008-11-26
1998,4265,2003-02-28
1999,4266,2003-03-03
2000,4267,2003-03-04
2001,4623,2004-10-13
2002,3096,1998-02-02
2003,4268,2003-03-05
2004,4269,2003-03-06
2005,4270,2003-03-07
2006,4271,2003-03-10
2007,4272,2003-03-11
2008,4273,2003-03-12
2009,4274,2003-03-13
2010,4275,2003-03-14
2011,4276,2003-03-17
2012,4277,2003-03-18
2013,4758,2005-04-20
2014,4278,2003-03-19
2015,5575,2008-11-28
2016,5574,2008-11-27
2017,475,1986-10-03
2018,5576,2008-12-01
2019,5577,2008-12-02
2020,5578,2008-12-03
2021,5580,2008-12-05
2022,5579,2008-12-04
2023,5581,2008-12-08
2024,4759,2005-04-21
2025,5582,2008-12-09
2026,5583,2008-12-10
2027,5584,2008-12-11
2028,5585,2008-12-12
2029,5586,2008-12-15
2030,5587,2008-12-16
2031,5588,2008-12-17
2032,5589,2008-12-18
2033,4261,2003-02-24
2034,4262,2003-02-25
2035,3097,1998-02-03
2036,4263,2003-02-26
2037,4264,2003-02-27
2038,5590,2008-12-19
2039,5591,2008-12-22
2040,5592,2008-12-23
2041,5593,2008-12-24
2042,5594,2008-12-25
2043,5595,2008-12-26
2044,4239,2003-01-23
2045,4240,2003-01-24
2046,4760,2005-04-22
2047,4241,2003-01-27
2048,4242,2003-01-28
2049,4243,2003-01-29
2050,4244,2003-01-30
2051,4245,2003-01-31
2052,4256,2003-02-17
2053,4257,2003-02-18
2054,4258,2003-02-19
2055,4259,2003-02-20
2056,4260,2003-02-21
2057,1887,1992-11-17
2058,5596,2008-12-29
2059,5597,2008-12-30
2060,5598,2008-12-31
2061,5599,2009-01-01
2062,5600,2009-01-02
2063,5601,2009-01-05
2064,5602,2009-01-06
2065,5603,2009-01-07
2066,5604,2009-01-08
2067,5605,2009-01-09
2068,3098,1998-02-04
2069,4232,2003-01-14
2070,4233,2003-01-15
2071,4234,2003-01-16
2072,4235,2003-01-17
2073,4236,2003-01-20
2074,4237,2003-01-21
2075,4238,2003-01-22
2076,786,1988-01-25
2077,5606,2009-01-12
2078,5607,2009-01-13
2079,4761,2005-04-25
2080,2806,1996-11-11
2081,5608,2009-01-14
2082,5609,2009-01-15
2083,5610,2009-01-16
2084,5611,2009-01-19
2085,4209,2002-12-12
2086,4210,2002-12-13
2087,4211,2002-12-16
2088,4212,2002-12-17
2089,4213,2002-12-18
2090,4762,2005-04-26
2091,4214,2002-12-19
2092,4215,2002-12-20
2093,5612,2009-01-20
2094,5613,2009-01-21
2095,5615,2009-01-23
2096,5614,2009-01-22
2097,5616,2009-01-26
2098,5617,2009-01-27
2099,4216,2002-12-23
2100,4217,2002-12-24
2101,4763,2005-04-27
2102,4218,2002-12-25
2103,5618,2009-01-28
2104,5619,2009-01-29
2105,4219,2002-12-26
2106,4220,2002-12-27
2107,4221,2002-12-30
2108,5620,2009-01-30
2109,5621,2009-02-02
2110,5622,2009-02-03
2111,4222,2002-12-31
2112,4624,2004-10-14
2113,2582,1995-11-21
2114,4223,2003-01-01
2115,4224,2003-01-02
2116,4225,2003-01-03
2117,4231,2003-01-13
2118,5623,2009-02-04
2119,5624,2009-02-05
2120,5625,2009-02-06
2121,4471,2004-02-02
2122,5626,2009-02-09
2123,5627,2009-02-10
2124,4764,2005-04-28
2125,4204,2002-12-05
2126,4205,2002-12-06
2127,4206,2002-12-09
2128,4207,2002-12-10
2129,4208,2002-12-11
2130,5628,2009-02-11
2131,5629,2009-02-12
2132,5630,2009-02-13
2133,4246,2003-02-03
2134,4247,2003-02-04
2135,3101,1998-02-09
2136,4248,2003-02-05
2137,4249,2003-02-06
2138,4250,2003-02-07
2139,4251,2003-02-10
2140,4252,2003-02-11
2141,4253,2003-02-12
2142,4254,2003-02-13
2143,4255,2003-02-14
2144,5631,2009-02-16
2145,5632,2009-02-17
2146,4765,2005-04-29
2147,5633,2009-02-18
2148,5634,2009-02-19
2149,5635,2009-02-20
2150,464,1986-09-18
2151,5636,2009-02-23
2152,5637,2009-02-24
2153,5638,2009-02-25
2154,5639,2009-02-26
2155,5640,2009-02-27
2156,5641,2009-03-02
2157,279,1985-10-03
2158,5642,2009-03-03
2159,4186,2002-11-11
2160,4187,2002-11-12
2161,4188,2002-11-13
2162,4189,2002-11-14
2163,4190,2002-11-15
2164,4191,2002-11-18
2165,4192,2002-11-19
2166,4193,2002-11-20
2167,4194,2002-11-21
2168,277,1985-10-01
2169,4195,2002-11-22
2170,5643,2009-03-04
2171,5644,2009-03-05
2172,5645,2009-03-06
2173,5646,2009-03-09
2174,5648,2009-03-11
2175,5647,2009-03-10
2176,5649,2009-03-12
2177,5650,2009-03-13
2178,5651,2009-03-16
2179,3944,2001-10-25
2180,5652,2009-03-17
2181,5653,2009-03-18
2182,5654,2009-03-19
2183,5655,2009-03-20
2184,1862,1992-10-13
2185,5656,2009-03-23
2186,5657,2009-03-24
2187,5658,2009-03-25
2188,5660,2009-03-27
2189,5659,2009-03-26
2190,280,1985-10-04
2191,5661,2009-03-30
2192,5662,2009-03-31
2193,5663,2009-04-01
2194,5664,2009-04-02
2195,5665,2009-04-03
2196,5666,2009-04-06
2197,5667,2009-04-07
2198,5668,2009-04-08
2199,5669,2009-04-09
2200,5670,2009-04-10
2201,4766,2005-05-02
2202,5671,2009-04-13
2203,5672,2009-04-14
2204,5673,2009-04-15
2205,5674,2009-04-16
2206,5675,2009-04-17
2207,5676,2009-04-20
2208,5677,2009-04-21
2209,5678,2009-04-22
2210,5679,2009-04-23
2211,5680,2009-04-24
2212,3624,2000-05-11
2213,5681,2009-04-27
2214,5682,2009-04-28
2215,5683,2009-04-29
2216,5684,2009-04-30
2217,5685,2009-05-01
2218,3427,1999-06-29
2219,3428,1999-06-30
2220,3429,1999-07-01
2221,3430,1999-07-02
2222,5686,2009-05-04
2223,4598,2004-09-08
2224,4625,2004-10-15
2225,4767,2005-05-03
2226,5687,2009-05-05
2227,5688,2009-05-06
2228,5689,2009-05-07
